0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.01215484	0
0.03646452	0
0.02430968	0
0.04861936	0
0.0607742	0
0.04861936	0
0.0607742	0
0.097238719	0
0.04861936	0
0.121548399	0
0.121548399	0
0.097238719	0
0.097238719	0
0.07292904	0
0.121548399	0
0.121548399	0
0.097238719	0
0.04861936	0
0.097238719	0
0.07292904	0
0.03646452	0
0.02430968	0
0.04861936	0
0.08508388	0
0.097238719	0
0.07292904	0
0.04861936	0
0.08508388	0
0.07292904	0
0.097238719	0
0.04861936	0
0.0607742	0
0.04861936	0
0.04861936	0
0.03646452	0
0.03646452	0
0.02430968	0
0.02430968	0
0.01215484	0
0	0
0.02430968	0
0.03646452	0
0.04861936	0
0.02430968	0
0.07292904	0
0.07292904	0
0.07292904	0
0.145858079	0
0.158012927	0
0.145858079	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.03646452	0
0.170167759	0
0.158012927	0
0.097238719	0
0.04861936	0
0.121548399	0
0.121548399	0
0.121548399	0
0.121548399	0
0.097238719	0
0.121548399	0
0.121548399	0
0.145858079	0
0.109393559	0
0.097238719	0
0.121548399	0
0.04861936	0
0.097238719	0
0.07292904	0
0.01215484	0
0.02430968	0
0.04861936	0
0.07292904	0
0.02430968	0
0.097238719	0
0.097238719	0
0.121548399	0
0.07292904	0
0.097238719	0
0.121548399	0
0.097238719	0
0.097238719	0
0.07292904	0
0.07292904	0
0.02430968	0
0.03646452	0
0.02430968	0
0.04861936	0
0.08508388	0
0.097238719	0
0.121548399	0
0.121548399	0
0.145858079	0
0.121548399	0
0.170167759	0
0.0607742	0
0.02430968	0
0.07292904	0
0.02430968	0
0	0
0	0
0.02430968	0
0	0
0	0
0	0
0.04861936	0
0	0
0	0
0	0
0	0
0	0
0	0
0.02430968	0
0.07292904	0
0.07292904	0
0.121548399	0
0.07292904	0
0.04861936	0
0.02430968	0
0	0
0	0
0	0
0	0
